employee_id,first_name,last_name,department,salary,joining_date,age
67,Andrew,Evans,Operations,97693.15,27-07-2021,35
68,Kathleen,Mcintyre,Marketing,41015.44,24-08-2022,46
69,Sheri,Clark,Finance,63724.89,07-08-2023,42
70,Cassandra,Lee,Finance,74820.04,05-05-2024,57
71,Tiffany,Allen,Marketing,69740.45,30-05-2020,29
72,Roberto,Frost,HR,97048.59,17-10-2024,53
73,Robert,Grant,Marketing,91798.22,18-03-2024,32
74,Joshua,Powell,Finance,42744.06,16-03-2022,56
75,Ricardo,Johnson,Finance,58864,20-07-2023,31
76,Kyle,Durham,Marketing,51792.55,16-05-2023,31
77,Shawn,Banks,Operations,79243.09,28-08-2022,26
78,Brian,Campbell,Finance,73643.21,30-07-2023,59
79,Michael,Diaz,Marketing,63084.86,25-07-2020,35
80,Aaron,Foster,HR,90474.37,09-02-2024,56
81,Frank,Harper,Operations,89616.97,24-11-2024,60
82,William,Williams,Marketing,72750.58,28-03-2022,59
83,Regina,Cruz,HR,67870.5,08-07-2020,54
84,Brandy,Perry,Marketing,77254.08,27-10-2021,54
85,Betty,Griffin,Finance,99398.29,23-11-2024,55
86,Amy,Williams,IT,37718.75,17-04-2022,58
87,Jacob,Monroe,HR,50172.7,04-07-2021,27
88,Jill,Hall,Finance,78092.13,11-09-2022,53
89,Alexandra,Richmond,Operations,63588.59,03-01-2023,22
90,Tyler,Powers,Operations,64827.2,18-05-2024,22
91,Jonathan,Thompson,HR,62490.56,28-06-2020,53
92,Ashley,Martin,HR,50046.33,21-12-2023,32
93,Carmen,Mccoy,HR,57355.47,20-11-2023,58
94,Joy,Livingston,Marketing,42493.99,06-04-2024,38
95,Catherine,Williamson,Finance,95067.49,26-01-2023,29
96,Patricia,Patrick,Marketing,79539.11,22-04-2021,59
97,Benjamin,Cruz,Operations,98354.94,02-09-2024,59
98,Terry,Gallegos,HR,52962.04,13-10-2021,36
99,Dawn,Byrd,HR,41234.1,30-04-2020,53
100,Carrie,Acevedo,HR,41857.01,17-01-2022,37
101,Ricardo,White,HR,88300.52,21-10-2022,22
102,Emily,Nelson,Finance,68770.78,19-01-2022,45
103,Tanya,Thomas,Finance,67611.84,13-09-2021,29
104,Andrew,Mcgee,HR,85405.07,23-08-2020,59
105,Michael,Fritz,Marketing,64378.1,06-08-2021,35
106,Danielle,Bush,Operations,38389.78,25-07-2021,40
107,David,Craig,Marketing,38181.22,22-10-2021,25
108,Maurice,Crosby,Finance,96784.58,04-06-2023,54
109,Heather,Wood,HR,75964.82,28-06-2020,55
110,Jessica,Lawrence,Operations,83933.68,01-09-2022,27
111,Austin,Nichols,Finance,48184.56,26-08-2022,22
112,Betty,Cardenas,Finance,39584.67,20-07-2024,56
113,Raymond,Roberts,Marketing,66642.13,20-08-2022,60
114,Nancy,Kelley,Marketing,54063.49,07-12-2021,26
115,Stephanie,Brooks,HR,75502.1,04-10-2023,30
116,Olivia,Hughes,Operations,92492.73,07-08-2023,42
117,Alyssa,Rivera,IT,44335.7,23-11-2023,46
118,Stacey,Gonzalez,HR,96035.66,01-07-2024,41
119,Natalie,Mccormick,Operations,84462.16,27-04-2021,51
120,Mary,Smith,IT,44144.75,06-03-2020,22
121,Walter,Villanueva,Marketing,65796.03,19-09-2022,41
122,Elizabeth,Perkins,Operations,88243.31,30-10-2021,26
123,Debbie,Phillips,IT,56673.08,18-02-2023,58
124,Darryl,Evans,Finance,38116.58,26-07-2021,23
125,Marisa,Hines,HR,82784.71,18-06-2020,44
126,Ricky,Jimenez,IT,92445.46,27-11-2024,49
127,Michelle,Underwood,Operations,95090.64,24-06-2024,48
128,Kelly,Riley,IT,95520.11,01-07-2020,32
129,Melanie,Doyle,IT,47098.33,09-05-2021,41
130,Jennifer,Fox,HR,61777.14,02-08-2020,37
131,Natasha,Miranda,Operations,75664.19,24-05-2024,44
132,Jessica,Thomas,IT,69013.19,15-10-2020,32
133,Robert,Johnson,IT,95982.02,30-07-2023,25
134,Samantha,Moore,IT,76487.68,17-12-2022,24
135,Ronald,Terry,Marketing,86004.5,06-02-2021,39
136,Samuel,Benson,Finance,93215.95,02-09-2023,44
137,Paul,Werner,HR,79814.91,29-05-2023,38
138,Thomas,Booker,HR,96685.45,18-07-2024,43
139,Jennifer,Norris,Marketing,78256.39,27-07-2022,54
140,Shawn,Wright,Operations,39532.15,28-02-2024,28
141,Henry,Hampton,Marketing,98629.17,31-07-2022,34
142,Amanda,Bruce,IT,96446.84,09-10-2022,59
143,George,Leach,HR,69553.01,28-01-2021,37
144,Anthony,Nelson,IT,59409.65,07-07-2020,48
145,Mary,Gentry,Finance,59668.66,31-10-2024,41
146,Mia,Harris,Finance,70054.78,18-04-2020,42
147,Laura,Marquez,HR,78043.71,07-11-2023,56
148,Michael,Green,HR,40791.26,18-02-2021,59
149,William,Phillips,Marketing,58037.21,13-05-2023,26
150,Alejandro,Carlson,Finance,31515.61,01-06-2023,22
151,Collin,Meyers,Marketing,92177.09,14-06-2022,23
152,Sarah,Garner,HR,32007.84,25-12-2019,60
153,James,Peterson,HR,48794.48,16-03-2021,49
154,Miranda,Brown,Finance,75145.77,08-12-2021,57
155,Carl,Reed,Marketing,51031.46,13-10-2024,28
156,Kristina,Lozano,IT,66107.93,20-01-2020,55
157,Kimberly,Krause,Marketing,35367.11,26-03-2023,54
158,Michelle,Hicks,Finance,90610.91,03-06-2021,56
159,Sharon,Washington,HR,73190.6,04-04-2023,23
160,Melissa,Cline,Finance,96859.2,25-11-2021,24
161,Raymond,George,IT,53840.04,19-09-2020,60
162,Jermaine,Brown,Finance,77806.3,04-01-2022,24
163,Autumn,Martinez,IT,49900.39,11-12-2022,51
164,Christopher,White,IT,57815.21,15-08-2022,47
165,Terry,Stewart,Operations,87390.22,19-05-2020,30
166,Jeffrey,Parker,IT,86165.43,15-02-2024,38
167,Michael,Morris,Operations,67114.27,16-03-2021,51
168,Angela,Morris,IT,40796.29,23-11-2020,30
169,Samantha,Brown,HR,52076.52,30-03-2021,52
170,Jennifer,Jackson,IT,84774.45,17-07-2023,23
171,Valerie,Booth,HR,58303.11,02-07-2023,58
172,Alicia,Wolf,HR,53398.54,27-03-2023,60
173,Robert,Smith,Finance,55711.11,21-05-2021,24
174,Stephen,Knight,IT,66166.49,07-09-2023,33
175,Willie,Ramos,Marketing,48446.38,08-06-2024,40
176,Maria,Maddox,HR,31936.1,26-07-2022,57
177,Katie,Williams,IT,85924.95,24-07-2022,48
178,Michele,Davis,Operations,64518.81,25-12-2020,44
179,Noah,Jenkins,Finance,63930.92,06-08-2021,32
180,Jamie,Wood,HR,61960.44,25-10-2022,35
181,Kelly,Mejia,IT,67123.69,12-08-2023,56
182,Samantha,Adams,Finance,52614.66,09-06-2024,60
183,Tina,Silva,HR,72459.85,10-07-2021,45
184,Stacey,Schneider,Marketing,59386.27,27-07-2023,49
185,Nancy,Alexander,Operations,31897.11,28-10-2021,31
186,Madison,Davis,HR,63644.58,05-11-2024,57
187,Kristina,Martinez,Marketing,99644.45,17-05-2024,58
188,Eric,Clarke,IT,47090.34,22-04-2020,43
189,Kerry,Roberts,IT,47842.91,26-11-2022,32
190,Jennifer,Hicks,Finance,43961.97,23-07-2023,52
191,David,Johnson,Finance,74405.6,06-04-2023,31
192,Michael,Smith,IT,96986.85,30-10-2023,58
193,Justin,Bartlett,Finance,81295.65,01-11-2023,57
194,Ashley,Castillo,HR,92022.93,12-11-2024,34
195,Frank,Martin,Finance,51198.98,16-12-2023,35
196,Garrett,Hughes,HR,31785.83,15-06-2024,46
197,Jonathan,James,Finance,60562.67,04-01-2024,35
198,Alexandra,Lester,Operations,97142.6,16-06-2021,50
199,Kelly,Mendoza,Finance,99277.04,15-01-2020,42
200,Brandon,Cuevas,Marketing,78097.93,04-02-2020,45
201,Ray,Hall,Operations,46623.79,27-06-2022,53
202,Todd,Jones,Operations,81495.45,16-05-2020,34
203,Bradley,Bean,HR,47389.5,22-04-2024,46
204,David,Stevenson,Marketing,59048.78,30-10-2020,31
205,Tiffany,Rose,HR,42230.53,09-05-2022,54
206,Elizabeth,Maynard,Operations,92737.85,11-11-2023,50
207,Rodney,Curry,HR,91764.93,26-02-2021,26
208,Adrian,Lewis,HR,91344.97,27-07-2022,57
209,Daniel,Waters,Marketing,36835.93,10-01-2022,40
210,Lisa,Williams,HR,60210.51,17-01-2023,26
211,Brian,Mitchell,HR,36112.31,08-06-2021,35
212,Teresa,Howard,HR,69423.75,25-07-2022,44
213,Eric,Smith,Operations,32640.88,08-07-2022,39
214,James,Kennedy,Operations,85152.36,01-06-2023,54
215,Holly,Gonzalez,Marketing,58883.47,13-06-2021,58
216,Matthew,Smith,Marketing,48011.01,18-04-2023,28
217,Jill,Mccarthy,Operations,70908.83,07-11-2023,22
218,Kevin,Rodriguez,IT,38281.78,17-11-2023,27
219,Rebecca,Livingston,Operations,35347.06,02-06-2022,58
220,Katie,Goodwin,IT,47370.88,04-02-2021,26
221,Mary,Dean,Operations,45157.82,05-06-2023,54
222,Julie,Lane,HR,80795.63,08-11-2023,49
223,Todd,Brown,Finance,63927.3,27-05-2024,46
224,Brett,Mcdonald,Finance,54864.48,24-03-2022,36
225,Lonnie,Martin,Finance,43151.65,17-06-2022,59
226,Riley,Lambert,HR,61863.82,10-10-2024,22
227,Marissa,Evans,HR,36170.45,28-10-2020,54
228,Michelle,Taylor,Marketing,90016.84,24-04-2022,41
229,Austin,Barry,Marketing,83931.26,18-04-2022,25
230,James,Padilla,IT,94536.32,08-03-2020,27
231,Robert,Torres,IT,83708.62,22-12-2022,46
232,Ryan,Ellis,Operations,60257.36,19-10-2024,29
233,Lisa,Morgan,Operations,90939.23,22-05-2023,39
234,Jessica,Thompson,HR,46977.72,11-06-2024,24
235,Kristin,Meadows,IT,81983.07,27-07-2021,35
236,Mariah,Dickerson,Finance,76333.55,24-09-2020,36
237,Stacey,Dalton,Marketing,89916.17,24-08-2020,48
238,Tyler,Brown,Marketing,33331.79,08-05-2020,60
239,Taylor,Byrd,Operations,66327.77,05-05-2024,58
240,Patricia,Richardson,Operations,65795.11,10-12-2019,38
241,John,Clark,Marketing,38840.16,14-01-2022,42
242,Maxwell,Goodman,Operations,94485.99,22-11-2024,46
243,Kristopher,Wheeler,HR,77972.85,21-05-2023,56
244,Justin,Lynch,Finance,89298.17,02-05-2023,58
245,Caitlin,Lane,HR,39725.54,19-05-2021,34
246,Michael,Thomas,Marketing,49598.94,16-12-2021,55
247,John,Stevens,HR,44606.03,02-10-2021,29
248,Patrick,Suarez,Operations,59901.89,29-11-2021,55
249,Lisa,Hodges,IT,52268.68,21-04-2021,60
250,Melissa,Webster,HR,34912.03,01-06-2022,40
251,Brian,Wright,Finance,54407.75,05-01-2020,50
252,Melissa,Becker,Operations,55648.63,05-01-2023,29
253,Casey,Cooke,IT,84506.32,24-08-2022,32
254,Colleen,Ward,HR,46930.43,02-11-2021,37
255,Ashley,Williams,HR,82543.43,01-02-2020,38
256,Eric,Miller,IT,84968.51,09-11-2020,23
257,Jonathon,Kelly,HR,65750.3,05-08-2021,32
258,Elizabeth,Gates,Finance,38915.66,22-07-2020,57
259,Jodi,Oneill,HR,55058.86,31-12-2021,33
260,Michael,Taylor,HR,34314.43,19-09-2020,46
261,Alan,Diaz,IT,49346.43,18-03-2023,56
262,Katherine,Moreno,Marketing,55157.9,31-01-2024,23
263,Joseph,Smith,Marketing,67370.96,06-05-2021,47
264,George,Robertson,Marketing,39353.21,04-10-2023,50
265,Adam,Warren,Operations,92649.15,07-01-2023,58
266,Dave,Hammond,Operations,66760.48,28-03-2022,54
267,Jaclyn,Gonzalez,IT,60457.65,07-07-2021,24
268,Tracy,Wood,IT,86638.36,12-04-2020,45
269,Sharon,Sanchez,Operations,94587.07,04-04-2024,50
270,Robert,Clark,Marketing,36501.15,19-07-2024,24
271,Donna,Williamson,Operations,41766.32,30-01-2023,25
272,Tyler,Pratt,Marketing,82003.27,27-08-2020,47
273,Christina,Rodriguez,Finance,57127.82,16-04-2022,60
274,Debbie,Briggs,Marketing,98254.18,10-01-2024,44
275,Danielle,Washington,HR,50853.15,13-12-2022,47
276,Michelle,Miller,Finance,82903.44,06-06-2021,39
277,Jean,Calhoun,Finance,69422.3,21-03-2023,54
278,Kelly,Jensen,Operations,58404.76,16-07-2024,46
279,April,Larsen,Finance,58951.26,09-02-2021,23
280,Jeremy,Ibarra,Marketing,56982.69,14-10-2020,23
281,Tammie,Klein,Finance,62512.86,29-08-2021,53
282,Martin,Heath,IT,49368.61,10-10-2024,38
283,Kim,Hammond,HR,90917.35,09-07-2024,38
284,Michele,Ellis,Finance,41902.63,30-04-2021,60
285,Ashley,Barry,Marketing,47920.41,08-10-2023,25
286,Cynthia,Anderson,HR,79942.93,15-11-2021,50
287,Mark,Brown,Operations,30811.46,25-10-2024,29
288,Erica,Caldwell,HR,75627.38,29-06-2020,25
289,Julie,Fox,HR,98667.7,16-08-2021,46
290,Thomas,Lewis,HR,85008.82,26-08-2021,47
291,John,Fitzpatrick,HR,86338.68,09-08-2022,53
292,Cynthia,Thomas,HR,41969.41,26-08-2023,26
293,April,Lawrence,Marketing,92850.09,07-01-2023,31
294,Matthew,Guerrero,IT,67867.41,06-07-2024,29
295,Karen,Donaldson,HR,46485.81,25-11-2022,43
296,Mary,Kennedy,Marketing,87357.82,19-09-2020,23
297,Tonya,Olson,Finance,71725.78,30-08-2020,34
298,Kelly,Murphy,Operations,61072.6,25-10-2021,37
299,Robert,Weaver,IT,94593.15,16-08-2023,33
300,Matthew,Johnson,Operations,62453.44,08-06-2024,55
301,Nathan,Smith,Operations,70250.42,22-03-2020,26
302,Michael,Hernandez,IT,37367.21,20-11-2022,30
303,Cameron,Harrington,HR,55541.89,16-04-2022,59
304,Wendy,May,IT,86333.77,14-06-2021,56
305,Joseph,Watson,Operations,99160.74,27-06-2022,45
306,Scott,Deleon,Operations,43522.3,03-06-2023,43
307,Amanda,Parker,HR,30501.85,09-12-2023,26
308,Donna,Good,Marketing,51977.48,25-09-2020,24
309,Blake,Farmer,IT,66745.29,01-04-2023,35
310,Mary,Hurst,Operations,59485.71,05-01-2024,35
311,Paul,Jackson,Finance,92567.85,15-06-2024,29
312,Judy,Paul,IT,76786.67,13-08-2023,25
313,Paul,Johnston,Finance,92469.09,08-08-2024,37
314,Ashley,Bryant,Operations,42153.86,03-05-2022,46
315,Heather,Lane,Marketing,82759.74,01-06-2023,45
316,Kimberly,Rodriguez,Finance,45284.74,25-08-2023,55
317,Cody,Carter,Finance,69323.64,15-07-2022,47
318,Gabriella,Ramos,HR,88850.2,15-09-2020,23
319,Frank,Waters,Finance,68040.43,26-08-2022,29
320,Christopher,West,Marketing,58670.96,27-01-2022,31
321,Carly,Smith,HR,43724.71,05-04-2020,35
322,Kristina,Stokes,Finance,41053.55,01-07-2022,49
323,Ricky,Gross,Marketing,51508.56,06-10-2024,22
324,Vanessa,Jackson,HR,69330.56,09-05-2022,59
325,Robert,Cain,Operations,41329.44,22-03-2020,31
326,Kelly,Peck,Operations,93076.69,16-11-2024,39
327,Andrew,Joseph,Marketing,45714.45,23-03-2021,44
328,Eric,Wallace,HR,69255.21,01-02-2024,53
329,Donna,Allen,Finance,92277.56,08-03-2021,49
330,Melissa,Robertson,HR,67912.18,24-09-2024,49
331,Michelle,Lamb,HR,33319.16,08-10-2021,22
332,Donna,Hernandez,IT,80185.43,24-02-2020,45
333,Luis,Simpson,Marketing,90491.25,17-12-2021,36
334,Joseph,Lopez,HR,88812.05,14-02-2024,47
335,Mark,Hernandez,Operations,64112.84,11-03-2021,23
336,Ronald,Allen,Operations,89925.39,16-06-2021,59
337,Michael,Vazquez,Operations,42863.31,06-09-2020,52
338,Autumn,Sparks,IT,56595.67,24-08-2022,33
339,Cassandra,Baxter,Operations,66981.66,02-05-2021,25
340,Clifford,Wells,HR,74324.3,28-02-2023,43
341,Tammy,Erickson,Operations,68097.43,01-07-2024,36
342,Michelle,Ewing,HR,52299.65,15-10-2023,59
343,Katherine,Ortiz,IT,56223.11,29-12-2022,59
344,Carlos,Montgomery,Marketing,39675.15,19-05-2022,41
345,Alice,Waller,HR,62539.1,10-09-2022,27
346,Lori,Mcclure,Marketing,93482.76,01-08-2024,43
347,Patrick,Miller,Finance,69154.14,14-06-2020,40
348,Joshua,Kelley,HR,56431.43,11-04-2021,52
349,Bruce,Smith,Marketing,36226.94,10-12-2019,37
350,Jason,Boone,IT,98618.71,29-06-2024,40
351,Sarah,Miller,HR,71823.84,30-12-2023,29
352,Juan,Sawyer,Marketing,56350.59,31-03-2021,40
353,Sheri,Weber,IT,66018.44,26-10-2024,54
354,Cathy,Rivera,HR,60697.68,20-07-2022,22
355,Daniel,Gonzalez,Operations,92251.56,03-01-2020,24
356,Cynthia,Sexton,HR,33170.78,29-11-2020,33
357,John,Deleon,HR,64204.86,05-04-2023,35
358,Darlene,Moore,Marketing,82538.95,26-08-2023,39
359,Linda,Rivera,Operations,82788.39,12-06-2020,26
360,Roberto,Villarreal,IT,36628.35,24-01-2021,59
361,John,Mason,IT,71581.02,28-07-2021,31
362,Brittany,Suarez,Operations,83211.96,17-08-2023,22
363,Jocelyn,Brown,Finance,37932.82,15-03-2020,59
364,Sheri,Myers,IT,91853.56,25-11-2021,33
365,Nicole,Morales,Operations,76567.72,02-10-2023,41
366,Kimberly,Herring,Operations,76372.96,01-09-2023,26
367,Kayla,Meyer,Finance,50236.92,22-12-2022,28
368,Jennifer,Wilson,Operations,74424.26,01-11-2023,30
369,James,Mcbride,Marketing,88508.89,27-02-2024,42
370,Angela,Johnson,Marketing,90341.03,25-04-2023,27
371,Angel,Porter,HR,96593.95,27-02-2021,39
372,Sabrina,Hendricks,Finance,73909.43,07-10-2021,45
373,Robert,Cruz,Finance,48129.81,04-07-2021,36
374,Chad,Martin,Operations,35613.26,31-03-2023,29
375,Michael,Miller,Marketing,70228.87,15-05-2023,26
376,Kenneth,James,Finance,69447.77,15-01-2021,49
377,Elizabeth,Torres,IT,86194.62,24-08-2024,31
378,Lauren,Koch,Marketing,90433.67,27-11-2022,23
379,Brian,Thomas,IT,89838.52,27-10-2022,43
380,Gina,Guzman,HR,90868.84,14-01-2023,56
381,Melvin,Wallace,Operations,65710.06,06-08-2021,58
382,Steven,Hunt,Operations,61441.19,14-06-2021,55
383,Amanda,Robinson,HR,84871.21,09-12-2020,57
384,David,Nelson,Finance,70172.76,14-10-2020,33
385,Christopher,Miller,IT,44018.89,24-03-2023,34
386,Ashley,Peterson,IT,30102.76,18-10-2022,49
387,Billy,Gibson,IT,35288.85,16-04-2023,58
388,Megan,Dunn,Finance,82434.32,27-10-2021,54
389,Ryan,Sellers,Finance,82652.69,02-10-2020,40
390,Anna,Khan,HR,51371.36,08-05-2024,41
391,Leslie,Gonzalez,Marketing,83864.73,28-07-2024,52
392,Thomas,Harris,IT,38518.89,01-10-2024,53
393,Samantha,Potter,IT,49388.56,15-06-2021,40
394,Penny,Ingram,HR,96482,12-12-2020,43
395,Zachary,Snow,Operations,91679.45,26-05-2023,57
396,Anna,Huang,Marketing,46762.12,07-01-2020,35
397,Stephen,Smith,IT,52391.58,27-11-2020,43
398,Holly,Nelson,Marketing,89488.25,20-10-2021,46
399,Karen,Campbell,IT,91227.56,24-12-2022,35
400,Christina,Edwards,Marketing,97886.57,24-03-2023,22
401,Jeffrey,Robertson,Operations,34103.02,22-01-2024,27
402,Jill,Daniel,IT,71817.32,20-06-2020,43
403,Brianna,Morgan,Operations,32507.18,06-08-2023,59
404,Pamela,Johnson,Marketing,89159.6,11-11-2021,35
405,Melissa,Frazier,HR,34023.42,30-09-2023,46
406,Megan,Gomez,Operations,91382.24,21-12-2020,22
407,Ruben,Gregory,Finance,98529.36,15-08-2023,29
408,Melinda,Smith,IT,31775.92,24-08-2021,47
409,Ryan,Johnson,Operations,53167.7,24-06-2020,34
410,Yvonne,Nelson,IT,61106.99,04-09-2024,57
411,Joshua,Aguilar,Finance,90940.26,26-07-2021,52
412,James,Martinez,Operations,91281.87,19-05-2023,41
413,Dennis,Bryant,Operations,40270.25,22-03-2021,41
414,Steven,French,HR,41675.08,28-03-2021,28
415,Felicia,Smith,Operations,57224.92,14-01-2020,59
416,Patricia,Hamilton,Operations,67486.74,11-09-2021,24
417,Meghan,Buck,Finance,87892.03,15-11-2023,55
418,Julie,Bush,Operations,50243.39,06-04-2023,31
419,Heather,Miller,Marketing,54067.42,15-09-2020,40
420,Rhonda,Pierce,Finance,53518.38,05-06-2024,32
421,Amanda,Austin,IT,84262.43,06-10-2021,33
422,Michelle,Hill,Finance,79789.52,19-11-2022,27
423,Gerald,Wright,Marketing,46567.55,04-09-2020,57
424,Thomas,Thompson,Finance,88557.39,03-02-2022,29
425,Bryan,Maddox,Finance,53130.48,22-07-2021,27
426,John,Figueroa,HR,95976.17,14-10-2024,51
427,Lisa,Diaz,IT,87108.54,15-09-2023,22
428,Andrea,Warren,Finance,52099.23,16-07-2024,23
429,Justin,King,Marketing,47529.6,11-10-2024,29
430,Emma,Thomas,Operations,60215.98,22-09-2020,38
431,Mary,Alexander,Finance,43114.04,15-08-2022,55
432,Richard,Williams,Finance,32705.12,07-04-2021,43
433,David,Lynch,Marketing,64280.09,21-01-2022,28
434,Erica,Smith,Operations,87877.83,10-02-2022,42
435,Raymond,Estrada,Finance,52997.19,09-02-2020,36
436,Dustin,Nielsen,IT,60875.98,06-04-2021,32
437,Faith,Green,IT,99494.27,03-01-2021,36
438,Jonathan,Bailey,IT,63530.76,21-10-2024,32
439,Dustin,Mitchell,Operations,36881.34,25-10-2022,56
440,Donald,Smith,IT,92148.35,11-11-2024,40
441,Julie,Hernandez,IT,66634.67,30-08-2020,33
442,Donald,Becker,Finance,50391.45,26-02-2020,33
443,Lindsey,Nelson,Operations,74828.45,11-11-2021,42
444,Abigail,Oconnell,IT,46059.59,16-12-2019,34
445,Christian,Morris,Finance,62664.51,18-08-2020,48
446,Mitchell,Murphy,Finance,85482.29,16-01-2020,44
447,Daniel,Larsen,Finance,47067.39,02-02-2021,58
448,Nancy,Wagner,Operations,51024.97,12-06-2024,53
449,Marc,Johnson,IT,52500.65,27-06-2022,23
450,Julie,Lopez,IT,96601.8,08-12-2020,39
451,Keith,Alvarez,IT,68488.18,18-02-2022,56
452,Becky,Hunter,Marketing,56462.94,16-04-2024,41
453,Tanya,Pope,Finance,95030.98,06-03-2021,51
454,April,Tran,Marketing,91639.47,05-09-2023,33
455,Ryan,Welch,HR,73774.53,23-04-2024,54
456,Derek,Perez,HR,41852.2,09-07-2021,44
457,Lisa,Green,IT,67750.29,17-10-2020,41
458,Laurie,Richard,Finance,88912.33,19-10-2020,51
459,Bruce,Harris,IT,51769.13,09-03-2020,50
460,Joseph,Chavez,Finance,75081.25,07-01-2021,45
461,Donna,Murphy,Finance,36696.71,08-10-2024,34
462,Steven,Perry,HR,72323.29,14-04-2021,48
463,Timothy,Gardner,Finance,77497.58,13-12-2020,41
464,Shaun,Garcia,IT,41268.71,19-08-2022,42
465,Adam,Herrera,IT,77124.97,23-02-2024,41
466,Tonya,Hill,Operations,48064.66,21-12-2020,51
467,Jennifer,Shaw,Operations,84027.62,21-06-2020,58
468,Robert,Payne,IT,69811.18,20-05-2023,50
469,Amy,Ramirez,Operations,76922.5,27-06-2020,53
470,Jillian,Brown,Operations,62012.52,04-08-2023,47
471,Christopher,Baker,Finance,35086.94,15-02-2021,26
472,Rachel,Ray,HR,51650.95,15-02-2022,58
473,Krystal,Fisher,Finance,65847.29,29-09-2021,51
474,Sarah,Moses,IT,64688.27,18-12-2023,24
475,Juan,Diaz,Operations,68121.69,29-09-2022,37
476,Melissa,Copeland,IT,85179.69,13-02-2024,36
477,Megan,Garcia,Finance,87082.57,04-03-2020,53
478,Jessica,Sparks,Marketing,81181.01,15-10-2022,29
479,Kimberly,Williams,HR,99774.95,23-01-2024,57
